siteName,taxonPercent,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,age (Calander Years BP),chronologyID,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,precip1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmax1,tmean1,tmax2,tmin2,tmean2,tmax3,tmin3,tmean3,tmin4,tmax4,tmean4,tmin5,tmax5,tmean5,tmin6,tmax6,tmean6,tmin7,tmax7,tmean7,tmin8,tmax8,tmean8,tmin9,tmax9,tmean9,tmin10,tmax10,tmean10,tmin11,tmax11,tmean11,tmin12,tmax12,tmean12
Cottonwood Lake,49.37531234,44.835435,-99.90806,549,500,968,0.8,11410,,,Radiocarbon years BP,,251,494,1000.5,32,47,513,pollen,Core,8.800000191,12.10000038,25.10000038,45.79999924,68.20000458,79.5,59.5,59.29999924,46.60000229,42.20000076,15.80000019,9.800000191,-21.17000008,-9.679999352,-15.42499971,-6.71999979,-18.21999931,-12.46999955,0.399999976,-11.06999969,-5.334999859,-2.389999866,10.55000019,4.080000162,5.829999924,18.94999886,12.38999939,13.06999969,26.30999947,19.68999958,16.77999878,31.32999992,24.05499935,14.46999931,28.80999947,21.63999939,6.96999979,20.21999931,13.59499955,-1.860000014,10.34999943,4.244999707,-11.07999992,-0.949999988,-6.014999956,-18.11999893,-7.980000019,-13.04999948
Madelia,68.08118081,44.08333333,-94.41666667,303,13287,255,,11400,,,Radiocarbon years BP,,11460,369,542,16,17,19812,pollen,Excavation,21.10000038,20.30000114,35.29999924,48.40000153,67.70000458,87,68,73,60.40000153,40.90000153,30.20000076,22.39999962,-25.02999878,-14.13999939,-19.58499908,-11.25,-21.70999908,-16.47999954,-3.720000029,-12.72999954,-8.224999785,-2.589999914,7.529999733,2.469999909,6.049999714,17.21999931,11.63499951,13.43999958,24.64999962,19.0449996,16.53999901,28.44999886,22.49499893,14.79999924,26.02999878,20.41499901,8.460000038,19.1099987,13.78499937,-0.310000002,9.529999733,4.609999865,-10.51000023,-2.409999847,-6.460000038,-20.21999931,-10.92000008,-15.56999969
White Lily Lake,43.08300395,46.086111,-93.102778,344,2855,800,1,11400,,,Radiocarbon years BP,,1500,218,506,25,29,3841,pollen,Core,18.20000076,15.10000038,29.70000076,43.5,58.5,65.20000458,54.70000076,53.79999924,51.20000076,39.70000076,27.80000114,17.39999962,-29.25,-17.78999901,-23.5199995,-14.75,-26.27999878,-20.51499939,-7.690000057,-16.98999977,-12.33999991,-6.129999638,3.539999962,-1.294999838,2.980000019,13.75999928,8.369999647,10.11999989,21.18000031,15.6500001,13.73999977,25.28999901,19.51499939,12.00999928,22.93000031,17.46999979,5.629999638,15.2699995,10.44999957,-2.679999828,5.739999771,1.529999971,-13.34000015,-6.230000019,-9.785000086,-24.12999916,-14.73999977,-19.43499947
Basswood Road Lake/Splan Pond,45.94594595,45.255556,-67.330556,106,2959,630,,11383,,,Radiocarbon years BP,,1382,170,370,18,21,3058,pollen,Core,69,65.20000458,82.70000458,82.5,80.5,91.80000305,82,82.90000153,92.90000153,89.80000305,80.30000305,80.80000305,-26.52999878,-15.2699995,-20.89999914,-13.79999924,-25.09000015,-19.44499969,-8.229999542,-17.11999893,-12.67499924,-8.829999924,-0.409999996,-4.61999996,-0.849999964,8.800000191,3.975000113,5.920000076,16.51000023,11.21500015,9.679999352,20.51000023,15.09499979,7.799999714,18.84000015,13.31999993,1.149999976,11.89999962,6.524999797,-6.509999752,3.529999971,-1.48999989,-13.78999996,-4.96999979,-9.379999876,-22.60000038,-12.43999958,-17.51999998
Ross Pond,41.39650873,43.921389,-69.410278,37,2214,510.5,1,11383,,,Radiocarbon years BP,,1071,166,401,29,40,2292,pollen,Core,80.30000305,71.30000305,90.59999847,92.30000305,92.40000153,99.09999847,98.40000153,95.5,90.70000458,90.40000153,91.40000153,92.80000305,-21.3599987,-10.31999969,-15.8399992,-9.309999466,-20.21999931,-14.76499939,-4.029999733,-13.40999985,-8.71999979,-5.579999924,3.379999876,-1.100000024,2.25,12.13000011,7.190000057,9.099999428,19.42000008,14.25999975,13.34000015,23.76000023,18.55000019,11.86999989,22.36999893,17.11999941,5.650000095,15.94999981,10.79999995,-2.220000029,7.909999847,2.844999909,-9.460000038,-0.029999999,-4.745000019,-17.84000015,-7.799999714,-12.81999993
Disterhaft Farm Bog,71.79487179,43.916944,-89.166944,244,680,710,1,11382,,,Radiocarbon years BP,,322,140,195,15,16,700,pollen,Core,23.89999962,23.80000114,39.40000153,63.60000229,70.20000458,70.59999847,60.70000076,70,79.09999847,55.10000229,46.70000076,28.80000114,-24.47999954,-13.82999992,-19.15499973,-12.0199995,-22.72999954,-17.37499952,-5.359999657,-14.60999966,-9.984999657,-5.179999828,4.460000038,-0.359999895,3.419999838,13.71000004,8.564999938,11.03999996,21.98999977,16.51499987,14.55999947,25.87999916,20.21999931,12.5,23.21999931,17.85999966,5.980000019,16.23999977,11.1099999,-2.349999905,7.379999638,2.514999866,-11.5,-3.149999857,-7.324999928,-19.89999962,-11.23999977,-15.56999969
Jones Lake [Glenboro site],56.65467626,49.448,-99.28965,409,849,970,,11381,,,Radiocarbon years BP,,438,315,556,16,16,878,pollen,Core,18.30000114,16.70000076,24.60000038,32.70000076,51,67.70000458,47,51,40,25.89999962,23,18,-30.17000008,-19.19999886,-24.68499947,-15.65999985,-27.09000015,-21.375,-8.13999939,-19.32999992,-13.73499966,-7.789999962,4.319999695,-1.735000134,1.169999957,14.69999981,7.934999883,9.429999352,21.54999924,15.48999929,13.38000011,25.81999969,19.5999999,10.47999954,23.37999916,16.92999935,2.529999971,14.5899992,8.559999585,-6.309999943,4.589999676,-0.860000134,-16.64999962,-8.019999504,-12.33499956,-25.78999901,-16.02000046,-20.90499973
Tom Swamp,44.01114206,42.516667,-72.2125,231,562,1035,,11375,,,Radiocarbon years BP,,1493,474,1077,29,34,3789,pollen,Composite,71.20000458,61.10000229,75.20000458,78.09999847,85.30000305,92.09999847,100.4000015,95.5,89,75.90000153,78.5,76.30000305,-21.03999901,-8.619999886,-14.82999945,-7.539999962,-20.54999924,-14.0449996,-2.200000048,-14.21000004,-8.205000043,-6.849999905,6.460000038,-0.194999933,1.370000005,15.69999981,8.534999907,8.800000191,22.88999939,15.84499979,12.69999981,26.6099987,19.65499926,10.94999981,24.64999962,17.79999971,4.599999905,18.12999916,11.36499953,-3.639999866,9.880000114,3.120000124,-10.42000008,0.75999999,-4.830000043,-17.60000038,-6.659999847,-12.13000011
Wendel site,48.31460674,46.433115,-98.28941,423,10080,625,1,11375,,,Radiocarbon years BP,,8064,172,356,22,28,15153,pollen,Core,12.90000057,15.30000019,24.39999962,44.60000229,64.40000153,76.30000305,53.20000076,40.29999924,30.20000076,22,14.80000019,10.69999981,-25.68999863,-15.13999939,-20.41499901,-11.81999969,-22.43000031,-17.125,-4.099999905,-13.84999943,-8.974999666,-3.809999943,7.859999657,2.024999857,5.239999771,17.65999985,11.44999981,12.7699995,25.18000031,18.9749999,16.36999893,29.84000015,23.10499954,13.97999954,27.77999878,20.87999916,6.670000076,19.44999886,13.05999947,-2.359999895,9.369999886,3.504999995,-12.40999985,-3,-7.704999924,-21.32999992,-11.86999989,-16.5999999
Hansen Marsh,42.47491639,43.439585,-89.670815,381,973,220,1,11363,,,Radiocarbon years BP,,490,127,299,23,26,1004,pollen,Core,23,23.89999962,39.90000153,64.30000305,67,65.20000458,57.79999924,74.80000305,91,67.40000153,56.90000153,33.40000153,-25.97999954,-14.85999966,-20.4199996,-12.98999977,-23.69999886,-18.34499931,-5.96999979,-15.05999947,-10.51499963,-5.089999676,4.420000076,-0.3349998,3.849999905,14.00999928,8.92999959,11.55000019,22.90999985,17.23000002,15.19999981,27.06999969,21.13499975,13.34999943,24.3599987,18.85499907,6.730000019,16.70999908,11.71999955,-2.039999962,7.239999771,2.599999905,-12.00999928,-3.839999914,-7.924999595,-21.38999939,-12.18999958,-16.78999949
Basswood Road Lake/Splan Pond,44.51038576,45.255556,-67.330556,106,2959,535,1,11355,,,Radiocarbon years BP,,1483,150,337,23,37,3775,pollen,Core,71.30000305,63.60000229,77.30000305,76.5,77.70000458,95.30000305,91.20000458,96.09999847,108.8000031,104.5,91.09999847,87.90000153,-26.38999939,-15.31999969,-20.85499954,-13.80999947,-24.85000038,-19.32999992,-8.220000267,-16.77999878,-12.49999952,-8.449999809,-0.299999982,-4.374999896,-0.479999989,9.119999886,4.319999948,6.230000019,17.03999901,11.63499951,9.88999939,21.06999969,15.47999954,7.879999638,19.21999931,13.54999948,1.120000005,11.96000004,6.540000021,-6.599999905,3.349999905,-1.625,-13.85999966,-5.210000038,-9.534999847,-22.57999992,-12.59999943,-17.58999968
Wood Lake,60.79027356,45.333333,-90.083333,464,2937,1340,0.5,11353,,,Radiocarbon years BP,,1360,200,329,28,35,3035,pollen,Core,21.20000076,19.70000076,38.29999924,59.40000153,72.59999847,67.70000458,55.90000153,67.70000458,91.80000305,67.30000305,51.10000229,27.39999962,-29.03999901,-16.82999992,-22.93499947,-14.86999989,-27.53999901,-21.20499945,-8.529999733,-18.29999924,-13.41499949,-7.789999962,1.209999919,-3.290000021,1.25,11.34000015,6.295000076,9.25,19.6099987,14.42999935,12.68999958,23.61999893,18.15499926,10.31999969,20.68000031,15.5,2.789999962,12.72999954,7.759999752,-5.799999714,3.339999914,-1.2299999,-15.48999977,-7.569999695,-11.52999973,-24.78999901,-15.05999947,-19.92499924
Hams Lake,61.32879046,43.236667,-80.413333,301,971,1446,0.8,11352,,,Radiocarbon years BP,,487,360,587,28,37,1002,pollen,Core,46.70000076,43.70000076,50.60000229,59.5,68.80000305,57,69.30000305,70.59999847,77.70000458,71.5,69.30000305,57.79999924,-21.11999893,-11.32999992,-16.22499943,-10.81999969,-20.94999886,-15.88499928,-5.509999752,-14.92000008,-10.21499991,-6.399999619,4.069999695,-1.164999962,2.069999933,13.84000015,7.955000043,9.510000229,21.65999985,15.58500004,13.23999977,25.64999962,19.44499969,11.39999962,22.97999954,17.18999958,4.730000019,15.60999966,10.16999984,-4.029999733,5.940000057,0.955000162,-10.5199995,-2.659999847,-6.589999676,-17.57999992,-9.38999939,-13.48499966
Wolf Creek,51.70250896,46.116667,-94.116667,375,2932,560,,11352,,,Radiocarbon years BP,,1352,577,1116,34,35,3029,pollen,Core,14,12.69999981,31,52.29999924,70.5,70.59999847,55.10000229,62,63.70000076,53.90000153,31.80000114,15.80000019,-29.55999947,-17.3599987,-23.45999908,-14.19999981,-26.31999969,-20.25999975,-6.71999979,-16.60000038,-11.66000009,-5.629999638,4.21999979,-0.704999924,3.929999828,14.79999924,9.364999533,11.53999996,22.97999954,17.25999975,15.21999931,27.18000031,21.19999981,12.67999935,24.23999977,18.45999956,5.170000076,15.19999981,10.18499994,-4.039999962,5.309999943,0.63499999,-14.71999931,-6.849999905,-10.78499961,-24.76000023,-14.93999958,-19.8499999
Green Lake,42.8,44.883333,-85.116667,305,952,270,,11351,,,Radiocarbon years BP,,461,214,500,21,22,982,pollen,Core,32.5,25.89999962,41.70000076,51.29999924,58.40000153,48.70000076,42.79999924,65.5,81.30000305,76.40000153,68.59999847,38.90000153,-23.65999985,-13.85999966,-18.75999975,-12.98999977,-23.82999992,-18.40999985,-7.489999771,-17.62999916,-12.55999947,-8.470000267,1.9799999,-3.245000184,-0.209999993,11.7699995,5.779999755,7.75,19.94999886,13.84999943,11.17000008,23.42000008,17.29500008,9.409999847,20.65999985,15.03499985,3.019999981,13.13999939,8.079999685,-5.029999733,3.849999905,-0.589999914,-12.55999947,-5.369999886,-8.964999676,-19.98999977,-11.92999935,-15.95999956
Kotiranta Lake,59.5,46.72,-92.62,386,1510,900,1,11351,,,Radiocarbon years BP,,626,595,1000,10,10,1548,pollen,Core,16.80000114,14.30000019,32,49.29999924,67.20000458,66.59999847,55.70000076,59.79999924,67.80000305,56.20000076,33.79999924,17.70000076,-29.61999893,-18.1099987,-23.86499882,-15.10999966,-26.75,-20.92999983,-8.43999958,-17.85000038,-13.14499998,-7.269999981,2.049999952,-2.610000014,1.779999971,12.02999973,6.904999852,9.649999619,20.20999908,14.92999935,13.38000011,24.37999916,18.87999964,11.21000004,21.45999908,16.33499956,3.559999943,12.73999977,8.149999857,-5.199999809,2.980000019,-1.109999895,-15.13000011,-8.229999542,-11.67999983,-25.26000023,-15.88999939,-20.57499981
Moon Lake,61.5913556,46.85592,-98.15984,444,1711,2392,0.8,11351,,,Radiocarbon years BP,,835,313.5,509,25,36,1768,pollen,Core,11.10000038,12.40000057,27.10000038,48.29999924,70.30000305,69.59999847,45.90000153,46.90000153,53.10000229,48.10000229,20.70000076,10.69999981,-27.43999863,-16.25,-21.84499931,-13.25999928,-24.34000015,-18.79999971,-5.559999943,-15.39999962,-10.47999978,-4.880000114,6.429999828,0.774999857,4.46999979,16.89999962,10.6849997,12.67000008,24.87999916,18.77499962,16.25,29.75,23,13.55999947,27.29999924,20.42999935,5.190000057,17.65999985,11.42499995,-4.239999771,7.049999714,1.404999971,-14.61999989,-5.559999943,-10.08999991,-23.53999901,-13.60999966,-18.57499933
Pilot Mound Site,63.52112676,42.16,-93.9,352,1833,220,,11347,,,Radiocarbon years BP,,955,451,710,29,33,1897,pollen,Core,21.70000076,23.30000114,43,62.90000153,90,107.4000015,90.40000153,91.30000305,83.70000458,51.20000076,37.5,25.5,-21.27999878,-10.47999954,-15.87999916,-7.71999979,-18.40999985,-13.06499982,-0.539999962,-10.31999969,-5.429999828,-1.399999976,9.260000229,3.930000126,6.949999809,18.11999893,12.53499937,14.18999958,25.8599987,20.02499914,17.31999969,29.42000008,23.36999989,15.46999931,26.90999985,21.18999958,9,19.71999931,14.35999966,0.519999981,10.69999981,5.609999895,-8.970000267,-0.07,-4.520000134,-17.64999962,-8.170000076,-12.90999985
Wendel site,53.17286652,46.433115,-98.28941,423,10080,620,1,11347,,,Radiocarbon years BP,,8064,121.5,228.5,23,29,15153,pollen,Core,11.60000038,13.40000057,25.10000038,51.70000076,70.70000458,71,51.29999924,51.10000229,55,44.70000076,24.30000114,12.30000019,-26.34999847,-15.42999935,-20.88999891,-12.13000011,-22.96999931,-17.54999971,-4.670000076,-14.25,-9.460000038,-3.99000001,7.359999657,1.684999824,5.359999657,17.68000031,11.51999998,13.15999985,25.92000008,19.53999996,16.76000023,30.76999855,23.76499939,14.09999943,28.18000031,21.13999987,6.309999943,18.89999962,12.60499978,-3.089999914,8.199999809,2.554999948,-13.27999973,-4.150000095,-8.714999914,-22.13999939,-12.50999928,-17.32499933
Maplehurst Lake,51.12359551,43.225,-80.659722,300,1646,745,,11346,,,Radiocarbon years BP,,785,182,356,23,25,1701,pollen,Core,52.5,45.40000153,53.5,59.40000153,65.59999847,63,68.09999847,67.40000153,81.80000305,76.70000458,74.80000305,62.40000153,-21.3599987,-12.25,-16.80499935,-11.65999985,-21.25,-16.45499992,-6.21999979,-15.0199995,-10.61999965,-6.71999979,3.210000038,-1.754999876,1.719999909,13.11999989,7.419999898,9.559999466,21.07999992,15.31999969,12.92999935,24.69999886,18.8149991,11.05999947,22.34000015,16.69999981,4.880000114,15.03999996,9.960000038,-3.730000019,5.519999981,0.894999981,-10.55999947,-3.480000019,-7.019999742,-17.82999992,-10.30000019,-14.06500006
Colo Marsh,63.83838384,42.02,-93.27,329,485,243,,11345,,,Radiocarbon years BP,,236,316,495,23,25,497,pollen,Core,21.89999962,24.20000076,46.29999924,66.09999847,92.90000153,105.3000031,87.40000153,89.09999847,90.59999847,53.60000229,39.79999924,26.20000076,-21.54999924,-10.60999966,-16.07999945,-8,-18.47999954,-13.23999977,-0.849999964,-10.48999977,-5.669999868,-1.459999919,9.25,3.895000041,6.759999752,17.97999954,12.36999965,14.06999969,25.8599987,19.9649992,17.12999916,29.44999886,23.28999901,15.29999924,26.94999886,21.12499905,8.769999504,19.54999924,14.15999937,0.399999976,10.52999973,5.464999855,-9,-0.119999997,-4.559999999,-17.77000046,-8.279999733,-13.0250001
Nichols Brook Site,54.85714286,42.544722,-78.478889,438,1741,175,,11342,,,Radiocarbon years BP,,870,192,350,26,30,1799,pollen,Section,65.70000458,46.79999924,53.29999924,56.70000076,57.5,67.30000305,68,78.40000153,83.5,83.30000305,85,74.09999847,-20.01000023,-9.029999733,-14.51999998,-8.670000076,-20.38999939,-14.52999973,-3.7099998,-15.19999981,-9.454999805,-7.739999771,4.509999752,-1.61500001,0.779999971,13.54999924,7.164999604,8.710000038,21.68999863,15.19999933,12.42999935,25.25,18.83999968,10.94999981,22.81999969,16.88499975,4.940000057,16.07999992,10.50999999,-3.220000029,7.170000076,1.975000024,-9.960000038,-1.159999967,-5.560000002,-16.53999901,-7.369999886,-11.95499945
Lake Minnie,52.24358974,47.244755,-95.007715,430,1701,887,,11339,,,Radiocarbon years BP,,1437,163,312,16,19,3492,pollen,Core,12.69999981,11.10000038,19.60000038,40.79999924,49.90000153,60.5,50.5,59.79999924,62.29999924,60.90000153,29.89999962,16.30000114,-32.79000092,-20.02000046,-26.40500069,-16.26000023,-29.32999992,-22.79500008,-8.420000076,-19.43000031,-13.92500019,-7.379999638,3.619999886,-1.879999876,2.599999905,14.68999958,8.644999743,10.81999969,22.29999924,16.55999947,14.5199995,26.25,20.38499975,11.73999977,23.13999939,17.43999958,3.669999838,13.71999931,8.694999576,-6.129999638,3.099999905,-1.514999866,-17.29999924,-9.719999313,-13.50999928,-27.88999939,-17.64999962,-22.7699995
Poland Spring Pond,49.56521739,44.033333,-70.35,94,1896,1260,1,11338,,,Radiocarbon years BP,,971,114,230,18,26,1961,pollen,Core,77.20000458,67.80000305,85.90000153,86.80000305,79.70000458,83.20000458,82.70000458,84.80000305,102.3000031,110.3000031,113.3000031,93.80000305,-25.31999969,-12.90999985,-19.11499977,-11.72999954,-24.18000031,-17.95499992,-6.609999657,-16.52000046,-11.56500006,-8.029999733,1.399999976,-3.314999878,0.129999995,10.77999973,5.454999864,6.849999905,18.14999962,12.49999976,10.5199995,22.19999886,16.35999918,8.679999352,20.25,14.46499968,2.039999962,13.25999928,7.649999619,-6.239999771,4.889999866,-0.674999952,-13.32999992,-3.75999999,-8.544999957,-21.45999908,-10.53999996,-15.99999952
Reidel Lake,69.71235195,46.211944,-95.284167,443,1979,1888,0.5,11338,,,Radiocarbon years BP,,1044,206,295.5,23,31,2053,pollen,Core,16.80000114,13.60000038,27.20000076,43.70000076,54.29999924,57.10000229,48.90000153,57.10000229,70,62.10000229,34.90000153,19.39999962,-31.09000015,-18.75,-24.92000008,-15.35999966,-27.47999954,-21.4199996,-7.449999809,-17.31999969,-12.38499975,-5.599999905,4.299999714,-0.650000095,4.449999809,15.10999966,9.779999733,12.32999992,23.34000015,17.83500004,15.90999985,27.52999878,21.71999931,13.25,24.45999908,18.85499954,5.25,14.97999954,10.11499977,-4.480000019,4.489999771,0.004999876,-15.92999935,-8.210000038,-12.06999969,-26.30999947,-16.42000008,-21.36499977
Horseshoe Lake,40,45.460278,-93.047778,277,1077,1025,1,11336,,,Radiocarbon years BP,,522,284,710,31,35,1110,pollen,Core,18,15.60000038,31.60000038,44.70000076,56.70000076,59.20000076,55,63.40000153,79.20000458,66.20000458,47.40000153,22.60000038,-27.94999886,-16.67000008,-22.30999947,-13.71999931,-24.86999893,-19.29499912,-6.779999733,-15.5,-11.13999987,-4.839999676,4.549999714,-0.144999981,4.839999676,14.92000008,9.879999876,12.36999989,23.30999947,17.83999968,16.17000008,27.38999939,21.77999973,13.63999939,24.10000038,18.86999989,6.339999676,15.31999969,10.82999969,-2.970000029,5.170000076,1.100000024,-13.59999943,-6.579999924,-10.08999968,-23.35000038,-14.18999958,-18.76999998
Lake A,92.85714286,53.2375,-105.725,440,1543,593,,11327,,,Radiocarbon years BP,,662,195,210,9,9,1583,pollen,Core,28.60000038,21.10000038,29,34.5,48,75,68.09999847,61.60000229,54.20000076,36.20000076,33.5,31.60000038,-31.09000015,-19.82999992,-25.46000004,-15.60999966,-28.43000031,-22.01999998,-8.869999886,-21.86999893,-15.36999941,-10.05999947,2.730000019,-3.664999723,-1.529999971,12.71999931,5.594999671,6.069999695,18.5,12.28499985,9.590000153,21.60000038,15.59500027,6.420000076,18.77999878,12.59999943,-2.519999981,9.590000153,3.535000086,-10.32999992,0.579999983,-4.87499997,-19.78999901,-11.23999977,-15.51499939,-27.93999863,-17.94999886,-22.94499874
Basswood Road Lake/Splan Pond,57.64411028,45.255556,-67.330556,106,2959,533,1,11322,,,Radiocarbon years BP,,1483,230,399,21,36,3775,pollen,Core,71.09999847,63.60000229,78.70000458,76.70000458,73.20000458,82.90000153,77.59999847,86.70000458,109.2000046,112.3000031,98.09999847,90.5,-26.09000015,-14.57999992,-20.33500004,-13.14999962,-24.64999962,-18.89999962,-7.690000057,-16.6099987,-12.14999938,-8.340000153,0.079999998,-4.130000077,-0.469999999,9.359999657,4.444999829,6.129999638,17.19999886,11.66499925,9.840000153,21.23999977,15.53999996,8.069999695,19.5,13.78499985,1.629999995,12.42000008,7.025000036,-5.889999866,3.99000001,-0.949999928,-13.17999935,-4.46999979,-8.824999571,-22.09000015,-11.80999947,-16.94999981
Decoy Lake,77.82101167,43.233333,-80.366667,260,656,475,1,11322,,,Radiocarbon years BP,,298,300,385.5,23,24,672,pollen,Core,45.5,42.5,50.40000153,60.79999924,71.30000305,59.29999924,73.30000305,76.5,86.40000153,79.30000305,73.90000153,58.29999924,-21.27000046,-11.5,-16.38500023,-10.82999992,-20.97999954,-15.90499973,-5.21999979,-14.54999924,-9.884999514,-5.859999657,4.46999979,-0.694999933,2.409999847,14.0199995,8.214999676,9.429999352,21.44999886,15.4399991,13.03999996,25.26000023,19.1500001,11.52999973,22.72999954,17.12999964,5.440000057,15.71000004,10.57500005,-3.059999943,6.25,1.595000029,-9.779999733,-2.440000057,-6.109999895,-17.39999962,-9.43999958,-13.4199996
East Twin Lake,43.1122449,41.196155,-81.334765,321,9980,2058,1,11317,,,Radiocarbon years BP,,375,169,392,29,35,813,pollen,Core,55,44.20000076,68.40000153,77.20000458,84.5,85.20000458,88.90000153,90.5,96.40000153,85,80.90000153,65.09999847,-16.69000053,-6.839999676,-11.7650001,-5.829999924,-16.15999985,-10.99499989,0.229999989,-9.949999809,-4.85999991,-3.00999999,8.170000076,2.580000043,4.769999981,16.69000053,10.73000026,11.80999947,24.72999954,18.2699995,14.89999962,28.03999901,21.46999931,13.5,25.93000031,19.71500015,8.340000153,19.56999969,13.95499992,0.409999996,10.55000019,5.480000094,-6.589999676,1.639999986,-2.474999845,-13.13999939,-4.96999979,-9.05499959
Basswood Road Lake/Splan Pond,55.13126492,45.255556,-67.330556,106,2959,532,1,11305,,,Radiocarbon years BP,,1483,231,419,24,34,3775,pollen,Core,72.59999847,66.90000153,83.5,82.80000305,81.40000153,94.40000153,86.5,89.80000305,102.7000046,100,88.59999847,87.09999847,-25.68000031,-14.55999947,-20.11999989,-13.17999935,-24.28999901,-18.73499918,-7.829999924,-16.46999931,-12.14999962,-8.43999958,-0.179999992,-4.309999786,-0.75999999,8.989999771,4.11499989,5.730000019,16.76000023,11.24500012,9.380000114,20.77999878,15.07999945,7.579999924,19.05999947,13.31999969,1.179999948,12.03999996,6.609999955,-6.179999828,3.7099998,-1.235000014,-13.19999981,-4.610000134,-8.904999971,-21.81999969,-11.84999943,-16.83499956
Creditview Wetland,64.02640264,43.6,-79.6,144,509,140,,11303,,,Radiocarbon years BP,,262,194,303,17,19,522,pollen,Section,35.70000076,32.79999924,44.60000229,52.90000153,58.29999924,51.5,57.40000153,65.59999847,70.90000153,68.70000458,63.90000153,43.40000153,-23.04999924,-12.44999981,-17.74999952,-11.60999966,-21.97999954,-16.7949996,-6.069999695,-15.22999954,-10.64999962,-6.239999771,3.579999924,-1.329999924,1.699999928,12.86999989,7.284999907,8.38999939,20.11999893,14.25499916,11.84000015,24.1099987,17.97499943,10.55000019,22.07999992,16.31500006,5.230000019,15.38999939,10.3099997,-2.960000038,6.379999638,1.7099998,-9.909999847,-2.5,-6.204999924,-18.57999992,-9.969999313,-14.27499962
Little Lake (CA:New Brunswick),80.50314465,45.144444,-66.716667,64,1591,595,1,11300,,,Radiocarbon years BP,,724,256,318,13,19,1640,pollen,Core,86.40000153,73.30000305,85.5,78,78,80.5,75.59999847,86.30000305,104,108.7000046,102.4000015,99.30000305,-25.75,-14.07999992,-19.91499996,-13.13999939,-24.21999931,-18.67999935,-7.480000019,-16.38999939,-11.9349997,-7.960000038,0.049999997,-3.955000021,-0.810000002,8.420000076,3.805000037,5.049999714,15.28999996,10.16999984,8.429999352,19.22999954,13.82999945,7.259999752,18.30999947,12.78499961,1.799999952,12.63999939,7.219999671,-5.049999714,5.159999847,0.055000067,-12.59000015,-3.179999828,-7.88499999,-22.02000046,-11.09999943,-16.55999994
Radtke Lake,41.81184669,43.4,-88.1,274,1944,816,,11296,,,Radiocarbon years BP,,1012,120,287,22,29,2011,pollen,Core,26.20000076,24.70000076,47.70000076,70.30000305,67.09999847,62.90000153,51.20000076,61.20000076,78.40000153,64.59999847,54.40000153,32.5,-23.13999939,-12.88999939,-18.01499939,-11.09000015,-21.02000046,-16.05500031,-4.190000057,-12.42000008,-8.305000067,-3.389999866,5.230000019,0.920000076,4.420000076,14.0199995,9.21999979,11.59000015,22.30999947,16.94999981,15.5199995,26.06999969,20.7949996,14.39999962,23.94999886,19.17499924,8.840000153,17.45999908,13.14999962,0.74000001,8.75,4.745000005,-9.039999962,-1.709999919,-5.37499994,-18.73999977,-10.10999966,-14.42499971
Kirchner Marsh,45.79439252,44.77085,-93.12255,286,1483,1159,1,11294,,,Radiocarbon years BP,,612,49,107,12,17,1520,pollen,Core,19,17.10000038,37.79999924,52.79999924,76.40000153,79.20000458,66.5,73.70000458,75.20000458,55.20000076,39.20000076,22,-25.40999985,-14.94999981,-20.17999983,-12.32999992,-22.44999886,-17.38999939,-5.389999866,-13.46000004,-9.424999952,-3.169999838,5.839999676,1.334999919,5.929999828,15.89999962,10.91499972,13.38999939,23.73999977,18.56499958,17.21999931,28.12999916,22.67499924,15.67999935,25.92000008,20.79999971,9.399999619,18.5,13.94999981,0.610000014,8.909999847,4.759999931,-9.909999847,-2.950000048,-6.429999948,-20.20999908,-11.67000008,-15.93999958
Brown Lake,56.6572238,40.680556,-82.0625,295,308,1195,10,11291,,,Radiocarbon years BP,,144,200,353,29,34,315,pollen,Core,55.29999924,47,73.30000305,85.5,99.09999847,105.9000015,108.3000031,102.7000046,108.2000046,90.59999847,87.09999847,66.5,-16.12999916,-5.869999886,-10.99999952,-4.960000038,-15.64999962,-10.30499983,0.379999995,-9.800000191,-4.710000098,-2.559999943,8.210000038,2.825000048,5.019999981,16.47999954,10.74999976,12.21999931,24.06999969,18.1449995,15.43999958,27.6099987,21.52499914,14.15999985,25.86999893,20.01499939,9.319999695,20.54999924,14.93499947,1.319999933,12.05999947,6.6899997,-5.579999924,3.25999999,-1.159999967,-12.65999985,-3.74000001,-8.199999928
Wendel site,60.59259259,46.433115,-98.28941,423,10080,610,1,11291,,,Radiocarbon years BP,,8064,204.5,337.5,22,28,15153,pollen,Core,13.40000057,14.69999981,24,46,67.70000458,80.80000305,62.10000229,56.70000076,51.20000076,38.90000153,22.89999962,13.40000057,-26.43999863,-15.60999966,-21.02499914,-12.32999992,-23.18000031,-17.75500011,-4.519999981,-14.2699995,-9.394999743,-3.970000029,7.559999943,1.794999957,5.119999886,17.45999908,11.28999949,12.55000019,25.04999924,18.79999971,16.22999954,29.81999969,23.02499962,14.17999935,27.88999939,21.03499937,7.279999733,19.67000008,13.4749999,-1.669999957,9.569999695,3.949999869,-12.09999943,-3,-7.549999714,-21.67000008,-12.13999939,-16.90499973
