siteName,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,chronologyID,taxonPercent,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,collectionUnitHandle,collectionUnitID,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Tulare Lake,36.052,-119.78,55.0,10410,400.0,,11228.0,12311.0,10297.0,Calibrated radiocarbon years BP,8429,3.0985915493,11.0,355.0,22,31,15876,pollen,Core,TULARECA,11785,58.5,55.2000007629,46.2000007629,17.8999996185,4.59999990463,0.40000000596,0.0,0.300000011921,3.70000004768,12.9000005722,30.5,48.7000007629,0.799999952316,2.92999982834,4.52999973297,6.94000005722,11.3400001526,15.0699996948,17.8699989319,15.9799995422,12.4399995804,7.46999979019,2.24000000954,0.239999994636,10.5799999237,14.3199996948,16.5200004578,20.75,26.7899990082,32.719997406,36.4399986267,34.1199989319,28.7699985504,21.5399990082,14.5199995041,10.1300001144
Tulare Lake,36.052,-119.78,55.0,10410,420.0,,11562.0,12684.0,10573.0,Calibrated radiocarbon years BP,8429,4.1095890411,15.0,365.0,26,34,15876,pollen,Core,TULARECA,11785,37.2999992371,39.2000007629,43.7000007629,25.6000003815,9.80000019073,1.20000004768,0.0,0.900000035763,7.59999990463,18.1000003815,28.3000011444,34.0,1.79999995232,3.80999994278,5.21999979019,7.46999979019,11.779999733,15.5099992752,18.359998703,16.5399990082,13.0900001526,8.23999977112,3.13999986649,1.23000001907,11.6099996567,15.1999998093,17.1499996185,21.1299991608,26.9899997711,32.8400001526,36.5900001526,34.3999977112,29.2399997711,22.2299995422,15.4200000763,11.1599998474
Tulare Lake,36.052,-119.78,55.0,10410,440.0,,12031.0,13295.0,10922.0,Calibrated radiocarbon years BP,8429,3.23450134771,12.0,371.0,24,35,15876,pollen,Core,TULARECA,11785,40.7000007629,43.2999992371,47.2000007629,23.5,7.09999990463,0.699999988079,0.0,0.5,5.2000002861,15.5,28.7000007629,36.4000015259,0.209999993443,2.21000003815,3.76999998093,6.1299996376,10.4499998093,14.1199998856,17.0200004578,15.3699998856,12.1499996185,7.34999990463,2.06999993324,-0.149999991059,10.0900001526,13.5999994278,15.6300001144,19.5900001526,25.2699985504,30.8899993896,34.6599998474,32.7999992371,28.1399993896,21.4200000763,14.529999733,9.92000007629
Tulare Lake,36.052,-119.78,55.0,10410,460.0,,13124.0,15275.0,11460.0,Calibrated radiocarbon years BP,8429,1.64835164835,6.0,364.0,25,34,15876,pollen,Core,TULARECA,11785,49.2999992371,49.2000007629,47.2000007629,24.3000011444,8.69999980927,1.10000002384,0.0,0.699999988079,6.40000009537,15.8000001907,28.5,41.2000007629,1.49000000954,3.22000002861,4.01999998093,5.78999996185,10.0100002289,13.9299993515,16.8999996185,14.9899997711,11.3800001144,6.6299996376,2.0,0.680000007153,11.0199995041,14.279999733,15.6700000763,19.3400001526,25.3299999237,31.609998703,35.6499977112,33.4099998474,28.0100002289,20.9399986267,14.3699998856,10.4899997711
Tulare Lake,36.052,-119.78,55.0,10410,480.0,,14165.0,16632.0,12042.0,Calibrated radiocarbon years BP,8429,3.39425587467,13.0,383.0,22,31,15876,pollen,Core,TULARECA,11785,86.9000015259,93.5999984741,85.9000015259,32.2000007629,7.2000002861,0.600000023842,0.0,0.300000011921,3.70000004768,13.6000003815,35.2999992371,63.5,2.16999983788,3.82999992371,4.32999992371,5.65000009537,9.3499994278,12.8400001526,15.6099996567,13.7999992371,10.5500001907,6.28999996185,2.12999987602,1.18999993801,10.9099998474,13.5399999619,14.1399993896,17.3199996948,23.2999992371,29.9799995422,34.5,32.6599998474,27.5299987793,20.7199993134,14.3999996185,10.6300001144
Tulare Lake,36.052,-119.78,55.0,10410,500.0,,15228.0,17860.0,12817.0,Calibrated radiocarbon years BP,8429,6.92771084337,23.0,332.0,23,31,15876,pollen,Core,TULARECA,11785,101.5,103.599998474,93.4000015259,30.5,5.7000002861,0.40000000596,0.0,0.300000011921,4.09999990463,18.8999996185,53.7000007629,84.7000045776,1.25999999046,3.03999996185,3.76999998093,5.13000011444,8.57999992371,11.6700000763,14.2599992752,12.6300001144,9.76999950409,5.75999975204,1.56999993324,0.399999976158,10.4899997711,13.4399995804,14.2699995041,17.4799995422,23.2899990082,29.6499996185,33.8199996948,31.7099990845,26.4300003052,19.6199989319,13.4299993515,9.89999961853
Tulare Lake,36.052,-119.78,55.0,10410,520.0,,16300.0,19001.0,13695.0,Calibrated radiocarbon years BP,8429,8.93854748603,32.0,358.0,26,35,15876,pollen,Core,TULARECA,11785,91.0999984741,95.0,97.4000015259,40.1000022888,9.30000019073,0.699999988079,0.0,0.5,7.2000002861,28.3000011444,63.2000007629,82.5999984741,0.449999988079,2.06999993324,2.72000002861,4.15000009537,7.83999967575,11.25,14.0900001526,12.5500001907,9.63000011444,5.46999979019,1.11000001431,-0.239999994636,10.0100002289,12.5900001526,12.8699998856,15.7699995041,21.6399993896,28.3499984741,32.8099975586,30.7899990082,25.4499988556,18.6800003052,12.6999998093,9.43999958038
Tulare Lake,36.052,-119.78,55.0,10410,540.0,,17303.0,19985.0,14535.0,Calibrated radiocarbon years BP,8429,7.91788856305,27.0,341.0,23,33,15876,pollen,Core,TULARECA,11785,84.5,78.2000045776,69.0,28.3999996185,7.59999990463,0.699999988079,0.0,0.600000023842,7.2000002861,26.0,57.2000007629,78.4000015259,0.239999994636,1.77999997139,2.18000006676,3.27999997139,6.65999984741,9.82999992371,12.5599994659,11.0599994659,8.31999969482,4.46999979019,0.449999988079,-0.589999973774,9.65999984741,12.3599996567,12.6599998474,15.2299995422,20.4300003052,26.359998703,30.4200000763,28.5399990082,23.7699985504,17.6000003815,12.029999733,8.94999980927
Tulare Lake,36.052,-119.78,55.0,10410,550.0,,17873.0,20327.0,15305.0,Calibrated radiocarbon years BP,8429,2.24719101124,8.0,356.0,20,29,15876,pollen,Core,TULARECA,11785,88.7000045776,91.3000030518,85.5,29.2000007629,5.80000019073,0.40000000596,0.0,0.300000011921,4.30000019073,18.7000007629,50.7999992371,76.0999984741,0.649999976158,2.44000005722,3.00999999046,4.17000007629,7.46999979019,10.4499998093,12.9299993515,11.1700000763,8.23999977112,4.30999994278,0.389999985695,-0.439999997616,9.94999980927,12.8299999237,13.3699998856,16.0499992371,21.1800003052,26.8899993896,30.7999992371,28.8899993896,24.1999988556,18.0599994659,12.4200000763,9.22999954224
Tulare Lake,36.052,-119.78,55.0,10410,560.0,,18440.0,20958.0,15698.0,Calibrated radiocarbon years BP,8429,1.33333333333,5.0,375.0,22,28,15876,pollen,Core,TULARECA,11785,87.2000045776,91.9000015259,82.9000015259,32.4000015259,8.19999980927,0.699999988079,0.0,0.40000000596,4.5,14.8000001907,36.2000007629,64.3000030518,0.77999997139,2.67999982834,3.58999991417,4.88999986649,7.98000001907,10.5500001907,12.8999996185,11.4299993515,9.01000022888,5.34999990463,1.24000000954,-0.0499999970198,10.1999998093,12.9699993134,13.8899993896,16.6900005341,21.4099998474,26.5199985504,30.4499988556,29.4099998474,26.0199985504,20.5299987793,14.529999733,10.2699995041
Tulare Lake,36.052,-119.78,55.0,10410,570.0,,19038.0,21201.0,16503.0,Calibrated radiocarbon years BP,8429,2.29885057471,12.0,522.0,20,29,15876,pollen,Core,TULARECA,11785,94.7000045776,105.599998474,98.5,39.0,9.60000038147,0.800000011921,0.0,0.5,4.40000009537,13.8000001907,34.0,64.8000030518,1.57999992371,3.52999997139,4.15999984741,4.98999977112,7.5499997139,9.65999984741,11.6799993515,10.0799999237,7.78999996185,4.50999975204,1.0,0.34999999404,11.029999733,13.8599996567,14.4399995804,16.75,21.0399990082,25.7999992371,29.4099998474,28.0999984741,24.5900001526,19.3699989319,14.0099992752,10.5599994659
Tulare Lake,36.052,-119.78,55.0,10410,580.0,,19638.0,21681.0,17048.0,Calibrated radiocarbon years BP,8429,5.25,21.0,400.0,24,34,15876,pollen,Core,TULARECA,11785,75.5999984741,84.3000030518,83.5999984741,38.2999992371,11.3000001907,1.20000004768,0.0,0.600000023842,5.40000009537,14.8000001907,31.5,54.4000015259,1.13999998569,3.14999985695,4.07999992371,5.13999986649,7.73000001907,9.71999931335,11.75,10.3599996567,8.34000015259,5.09999990463,1.30999994278,0.179999992251,11.1199998856,13.9499998093,14.6700000763,17.0499992371,21.25,25.859998703,29.4599990845,28.359998703,25.1499996185,20.0699996948,14.5999994278,10.8499994278
Tulare Lake,36.052,-119.78,55.0,10410,590.0,,20229.0,21906.0,17899.0,Calibrated radiocarbon years BP,8429,3.08483290488,12.0,389.0,20,29,15876,pollen,Core,TULARECA,11785,83.2000045776,90.9000015259,94.9000015259,45.2000007629,13.5,1.39999997616,0.0,0.900000035763,8.10000038147,22.5,44.6000022888,66.5,0.599999964237,2.63999986649,3.67999982834,4.73000001907,7.13999986649,8.88999938965,10.8400001526,9.59000015259,7.86999988556,4.82999992371,1.01999998093,-0.259999990463,10.3499994278,13.3699998856,14.2999992371,16.7099990845,20.6800003052,24.9099998474,28.2799987793,27.1800003052,24.1700000763,19.2600002289,13.8199996948,10.0399999619
Tulare Lake,36.052,-119.78,55.0,10410,600.0,,20826.0,22336.0,18374.0,Calibrated radiocarbon years BP,8429,3.58744394619,16.0,446.0,23,30,15876,pollen,Core,TULARECA,11785,73.5,86.7000045776,96.8000030518,45.0,12.0,1.0,0.0,0.600000023842,5.7000002861,17.2000007629,36.1000022888,55.7999992371,0.52999997139,2.53999996185,3.64999985695,4.94000005722,7.73999977112,9.90999984741,12.0699996948,10.7600002289,8.72999954224,5.33999967575,1.24000000954,-0.219999998808,10.3699998856,13.1399993896,14.0199995041,16.6299991608,21.0200004578,25.7799987793,29.5599994659,28.6399993896,25.5599994659,20.3799991608,14.5899991989,10.3999996185
Tulare Lake,36.052,-119.78,55.0,10410,601.0,,20883.0,22350.0,18547.0,Calibrated radiocarbon years BP,8429,1.42180094787,6.0,422.0,20,29,15876,pollen,Core,TULARECA,11785,93.5,97.4000015259,85.8000030518,35.7999992371,9.9000005722,1.0,0.0,0.600000023842,5.30000019073,15.8000001907,36.4000015259,66.9000015259,1.57999992371,3.46000003815,4.13000011444,4.98999977112,7.52999973297,9.60999965668,11.6899995804,10.279999733,8.22000026703,5.03999996185,1.42999994755,0.52999997139,11.029999733,13.8499994278,14.529999733,16.8799991608,21.0599994659,25.6599998474,29.2600002289,28.1499996185,24.9499988556,19.8899993896,14.4499998093,10.75
Tulare Lake,36.052,-119.78,55.0,10410,604.0,,21055.0,22390.0,19030.0,Calibrated radiocarbon years BP,8429,1.35501355014,5.0,369.0,21,32,15876,pollen,Core,TULARECA,11785,74.5,81.4000015259,82.0,40.0,12.6999998093,1.39999997616,0.0,0.800000011921,6.80000019073,17.6000003815,34.7999992371,56.1000022888,1.0,2.90999984741,3.72000002861,4.65999984741,7.17999982834,9.15999984741,11.25,9.96999931335,8.0999994278,4.98000001907,1.24000000954,0.109999999404,10.6799993515,13.3899993896,14.0900001526,16.3999996185,20.4399986267,24.8999996185,28.5499992371,27.7600002289,24.9899997711,20.1599998474,14.6599998474,10.6599998474
Tulare Lake,36.052,-119.78,55.0,10410,606.0,,21171.0,22414.0,19349.0,Calibrated radiocarbon years BP,8429,2.77078085642,11.0,397.0,18,25,15876,pollen,Core,TULARECA,11785,90.8000030518,102.0,102.400001526,43.1000022888,10.8000001907,0.900000035763,0.0,0.5,5.5,17.6000003815,40.1000022888,67.0999984741,1.10000002384,2.82999992371,3.48000001907,4.44999980927,7.21000003815,9.53999996185,11.8699998856,10.6499996185,8.64999961853,5.38000011444,1.53999996185,0.329999983311,10.7299995422,13.1300001144,13.4399995804,15.7899999619,20.4399986267,25.7699985504,29.9200000763,28.9599990845,25.5599994659,20.2299995422,14.5899991989,10.7299995422
Tulare Lake,36.052,-119.78,55.0,10410,609.0,,21344.0,22454.0,19807.0,Calibrated radiocarbon years BP,8429,1.2987012987,5.0,385.0,21,30,15876,pollen,Core,TULARECA,11785,90.5999984741,95.0,83.0999984741,32.2000007629,8.10000038147,0.699999988079,0.0,0.40000000596,4.40000009537,14.4000005722,35.1000022888,64.8000030518,1.13999998569,2.96000003815,3.76999998093,4.83999967575,7.59999990463,9.85999965668,12.1399993896,10.8800001144,8.88000011444,5.57999992371,1.65999996662,0.379999995232,10.7600002289,13.4699993134,14.2399997711,16.7999992371,21.2600002289,26.1499996185,30.0,29.0399990082,25.8499984741,20.6199989319,14.8499994278,10.7600002289
Tulare Lake,36.052,-119.78,55.0,10410,614.0,,21637.0,22560.0,20448.0,Calibrated radiocarbon years BP,8429,1.05540897098,4.0,379.0,17,26,15876,pollen,Core,TULARECA,11785,88.0999984741,87.0,77.0,38.0,13.8000001907,1.80000007153,0.0,1.10000002384,9.0,21.3999996185,40.6000022888,67.5,1.36000001431,3.14999985695,3.8599998951,4.75999975204,7.30999994278,9.38999938965,11.5900001526,10.4299993515,8.63999938965,5.55999994278,1.78999996185,0.579999983311,11.2299995422,13.8299999237,14.25,16.4699993134,20.6899986267,25.4699993134,29.2600002289,28.2999992371,25.1700000763,20.1599998474,14.7699995041,11.0599994659
Tulare Lake,36.052,-119.78,55.0,10410,617.0,,21816.0,22669.0,20677.0,Calibrated radiocarbon years BP,8429,1.86046511628,8.0,430.0,25,34,15876,pollen,Core,TULARECA,11785,96.3000030518,102.599998474,97.2000045776,44.0,13.0,1.30000007153,0.0,0.800000011921,7.0,19.8000011444,42.0,71.4000015259,1.29999995232,3.09999990463,3.86999988556,4.83999967575,7.42999982834,9.51999950409,11.7399997711,10.5900001526,8.80000019073,5.69000005722,1.84999990463,0.560000002384,10.7299995422,13.2699995041,13.9099998474,16.3500003815,20.6999988556,25.5499992371,29.5,28.8099994659,25.9499988556,20.9300003052,15.1799993515,10.9399995804
Tulare Lake,36.052,-119.78,55.0,10410,620.0,,21995.0,22824.0,20841.0,Calibrated radiocarbon years BP,8429,3.89294403893,16.0,411.0,25,35,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,625.0,,22277.0,22990.0,21313.0,Calibrated radiocarbon years BP,8429,3.73134328358,15.0,402.0,20,28,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,630.0,,22562.0,23280.0,21655.0,Calibrated radiocarbon years BP,8429,3.02197802198,11.0,364.0,23,33,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,635.0,,22848.0,23760.0,21880.0,Calibrated radiocarbon years BP,8429,7.58426966292,27.0,356.0,17,24,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,640.0,,23130.0,24368.0,22003.0,Calibrated radiocarbon years BP,8429,3.66492146597,14.0,382.0,20,31,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,645.0,,23359.0,24459.0,22345.0,Calibrated radiocarbon years BP,8429,5.03978779841,19.0,377.0,23,32,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,650.0,,23590.0,24598.0,22602.0,Calibrated radiocarbon years BP,8429,2.22841225627,8.0,359.0,19,29,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,660.0,,24051.0,25137.0,22897.0,Calibrated radiocarbon years BP,8429,1.93905817175,7.0,361.0,21,31,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,670.0,,24534.0,25418.0,23607.0,Calibrated radiocarbon years BP,8429,3.26633165829,13.0,398.0,20,31,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,680.0,,25019.0,26224.0,23862.0,Calibrated radiocarbon years BP,8429,2.33766233766,9.0,385.0,26,36,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,690.0,,25457.0,26586.0,24269.0,Calibrated radiocarbon years BP,8429,2.08877284595,8.0,383.0,28,37,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,700.0,,25891.0,27257.0,24451.0,Calibrated radiocarbon years BP,8429,1.67064439141,7.0,419.0,26,33,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,710.0,,26333.0,27486.0,24978.0,Calibrated radiocarbon years BP,8429,0.305810397554,1.0,327.0,18,24,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,720.0,,26774.0,27918.0,25285.0,Calibrated radiocarbon years BP,8429,4.8128342246,18.0,374.0,23,34,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,730.0,,27220.0,28039.0,26141.0,Calibrated radiocarbon years BP,8429,1.69491525424,6.0,354.0,19,25,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,740.0,,27671.0,28342.0,26579.0,Calibrated radiocarbon years BP,8429,2.0942408377,8.0,382.0,24,34,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,750.0,,27893.0,28449.0,27082.0,Calibrated radiocarbon years BP,8429,1.12676056338,4.0,355.0,24,33,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,760.0,,28120.0,28677.0,27398.0,Calibrated radiocarbon years BP,8429,3.06603773585,13.0,424.0,24,35,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,770.0,,28310.0,28770.0,27820.0,Calibrated radiocarbon years BP,8429,2.93453724605,13.0,443.0,25,34,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,780.0,,28505.0,28980.0,28008.0,Calibrated radiocarbon years BP,8429,0.295275590551,3.0,1016.0,31,40,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
